depth,seed_id,comparison_type,history_a,replicate_a,history_b,replicate_b,distance
256,seed_404,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,0,0.00000000
256,seed_404,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,1,0.00002170
256,seed_404,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,2,0.00010893
256,seed_404,WITHIN_HISTORY,H_BETA,1,H_BETA,2,0.00013063
256,seed_404,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,0,0.00002170
256,seed_404,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,1,0.00000000
256,seed_404,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,2,0.00013063
256,seed_404,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,0,0.00010893
256,seed_404,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,1,0.00013063
256,seed_404,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,2,0.00000000
256,seed_404,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,1,0.00002170
256,seed_404,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,2,0.00010893
256,seed_404,WITHIN_HISTORY,H_GAMMA,1,H_GAMMA,2,0.00013063
256,seed_505,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,1,0.00000512
256,seed_505,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,2,0.00032498
256,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,0,0.00099653
256,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,1,0.00093077
256,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,2,0.00090606
256,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,0,0.00099653
256,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,1,0.00093077
256,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,2,0.00090606
256,seed_505,WITHIN_HISTORY,H_ALPHA,1,H_ALPHA,2,0.00033010
256,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,0,0.00099141
256,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,1,0.00092565
256,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,2,0.00090094
256,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,0,0.00099141
256,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,1,0.00092565
256,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,2,0.00090094
256,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,0,0.00132151
256,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,1,0.00125575
256,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,2,0.00123104
256,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,0,0.00132151
256,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,1,0.00125575
256,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,2,0.00123104
256,seed_505,WITHIN_HISTORY,H_BETA,0,H_BETA,1,0.00006576
256,seed_505,WITHIN_HISTORY,H_BETA,0,H_BETA,2,0.00009047
256,seed_505,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,0,0.00000000
256,seed_505,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,1,0.00006576
256,seed_505,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,2,0.00009047
256,seed_505,WITHIN_HISTORY,H_BETA,1,H_BETA,2,0.00002471
256,seed_505,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,0,0.00006576
256,seed_505,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,1,0.00000000
256,seed_505,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,2,0.00002471
256,seed_505,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,0,0.00009047
256,seed_505,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,1,0.00002471
256,seed_505,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,2,0.00000000
256,seed_505,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,1,0.00006576
256,seed_505,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,2,0.00009047
256,seed_505,WITHIN_HISTORY,H_GAMMA,1,H_GAMMA,2,0.00002471
384,seed_101,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,1,0.00029027
384,seed_101,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,2,0.00030574
384,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,0,0.00055773
384,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,1,0.00049386
384,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,2,0.00068558
384,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,0,0.00055773
384,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,1,0.00049386
384,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,2,0.00068558
384,seed_101,WITHIN_HISTORY,H_ALPHA,1,H_ALPHA,2,0.00001546
384,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,0,0.00084801
384,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,1,0.00078413
384,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,2,0.00097585
384,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,0,0.00084801
384,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,1,0.00078413
384,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,2,0.00097585
384,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,0,0.00086347
384,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,1,0.00079959
384,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,2,0.00099131
384,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,0,0.00086347
384,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,1,0.00079959
384,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,2,0.00099131
384,seed_101,WITHIN_HISTORY,H_BETA,0,H_BETA,1,0.00006388
384,seed_101,WITHIN_HISTORY,H_BETA,0,H_BETA,2,0.00012784
384,seed_101,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,0,0.00000000
384,seed_101,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,1,0.00006388
384,seed_101,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,2,0.00012784
384,seed_101,WITHIN_HISTORY,H_BETA,1,H_BETA,2,0.00019172
384,seed_101,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,0,0.00006388
384,seed_101,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,1,0.00000000
384,seed_101,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,2,0.00019172
384,seed_101,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,0,0.00012784
384,seed_101,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,1,0.00019172
384,seed_101,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,2,0.00000000
384,seed_101,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,1,0.00006388
384,seed_101,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,2,0.00012784
384,seed_101,WITHIN_HISTORY,H_GAMMA,1,H_GAMMA,2,0.00019172
384,seed_202,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,1,0.00002513
384,seed_202,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,2,0.00013276
384,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,0,0.00084445
384,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,1,0.00085122
384,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,2,0.00085572
384,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,0,0.00084445
384,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,1,0.00085122
384,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,2,0.00085572
384,seed_202,WITHIN_HISTORY,H_ALPHA,1,H_ALPHA,2,0.00015789
384,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,0,0.00086958
384,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,1,0.00087636
384,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,2,0.00088086
384,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,0,0.00086958
384,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,1,0.00087636
384,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,2,0.00088086
384,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,0,0.00071170
384,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,1,0.00071847
384,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,2,0.00072297
384,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,0,0.00071170
384,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,1,0.00071847
384,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,2,0.00072297
384,seed_202,WITHIN_HISTORY,H_BETA,0,H_BETA,1,0.00000677
384,seed_202,WITHIN_HISTORY,H_BETA,0,H_BETA,2,0.00001127
384,seed_202,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,0,0.00000000
384,seed_202,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,1,0.00000677
384,seed_202,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,2,0.00001127
384,seed_202,WITHIN_HISTORY,H_BETA,1,H_BETA,2,0.00000450
384,seed_202,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,0,0.00000677
384,seed_202,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,1,0.00000000
384,seed_202,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,2,0.00000450
384,seed_202,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,0,0.00001127
384,seed_202,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,1,0.00000450
384,seed_202,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,2,0.00000000
384,seed_202,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,1,0.00000677
384,seed_202,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,2,0.00001127
384,seed_202,WITHIN_HISTORY,H_GAMMA,1,H_GAMMA,2,0.00000450
384,seed_303,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,1,0.00021679
384,seed_303,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,2,0.00004227
384,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,0,0.00092056
384,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,1,0.00096394
384,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,2,0.00093370
384,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,0,0.00092056
384,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,1,0.00096394
384,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,2,0.00093370
384,seed_303,WITHIN_HISTORY,H_ALPHA,1,H_ALPHA,2,0.00025906
384,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,0,0.00070377
384,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,1,0.00074715
384,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,2,0.00071690
384,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,0,0.00070377
384,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,1,0.00074715
384,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,2,0.00071690
384,seed_303,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,0,0.00096283
384,seed_303,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,1,0.00100620
384,seed_303,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,2,0.00097596
384,seed_303,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,0,0.00096283
384,seed_303,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,1,0.00100620
384,seed_303,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,2,0.00097596
384,seed_303,WITHIN_HISTORY,H_BETA,0,H_BETA,1,0.00004338
384,seed_303,WITHIN_HISTORY,H_BETA,0,H_BETA,2,0.00001314
384,seed_303,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,0,0.00000000
384,seed_303,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,1,0.00004338
384,seed_303,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,2,0.00001314
384,seed_303,WITHIN_HISTORY,H_BETA,1,H_BETA,2,0.00003024
384,seed_303,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,0,0.00004338
384,seed_303,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,1,0.00000000
384,seed_303,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,2,0.00003024
384,seed_303,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,0,0.00001314
384,seed_303,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,1,0.00003024
384,seed_303,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,2,0.00000000
384,seed_303,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,1,0.00004338
384,seed_303,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,2,0.00001314
384,seed_303,WITHIN_HISTORY,H_GAMMA,1,H_GAMMA,2,0.00003024
384,seed_404,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,1,0.00020264
384,seed_404,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,2,0.00020273
384,seed_404,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,0,0.00064063
384,seed_404,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,1,0.00058280
384,seed_404,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,2,0.00058953
384,seed_404,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,0,0.00064063
384,seed_404,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,1,0.00058280
384,seed_404,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,2,0.00058953
384,seed_404,WITHIN_HISTORY,H_ALPHA,1,H_ALPHA,2,0.00000008
384,seed_404,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,0,0.00084328
384,seed_404,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,1,0.00078545
384,seed_404,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,2,0.00079218
384,seed_404,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,0,0.00084328
384,seed_404,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,1,0.00078545
384,seed_404,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,2,0.00079218
384,seed_404,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,0,0.00084336
384,seed_404,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,1,0.00078553
384,seed_404,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,2,0.00079226
384,seed_404,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,0,0.00084336
384,seed_404,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,1,0.00078553
384,seed_404,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,2,0.00079226
384,seed_404,WITHIN_HISTORY,H_BETA,0,H_BETA,1,0.00005783
384,seed_404,WITHIN_HISTORY,H_BETA,0,H_BETA,2,0.00005110
384,seed_404,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,0,0.00000000
384,seed_404,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,1,0.00005783
384,seed_404,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,2,0.00005110
384,seed_404,WITHIN_HISTORY,H_BETA,1,H_BETA,2,0.00000673
384,seed_404,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,0,0.00005783
384,seed_404,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,1,0.00000000
384,seed_404,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,2,0.00000673
384,seed_404,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,0,0.00005110
384,seed_404,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,1,0.00000673
384,seed_404,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,2,0.00000000
384,seed_404,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,1,0.00005783
384,seed_404,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,2,0.00005110
384,seed_404,WITHIN_HISTORY,H_GAMMA,1,H_GAMMA,2,0.00000673
384,seed_505,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,1,0.00000817
384,seed_505,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,2,0.00013704
384,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,0,0.00080033
384,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,1,0.00084796
384,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,2,0.00075264
384,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,0,0.00080033
384,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,1,0.00084796
384,seed_505,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,2,0.00075264
384,seed_505,WITHIN_HISTORY,H_ALPHA,1,H_ALPHA,2,0.00014522
384,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,0,0.00079215
384,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,1,0.00083978
384,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,2,0.00074446
384,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,0,0.00079215
384,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,1,0.00083978
384,seed_505,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,2,0.00074446
384,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,0,0.00093737
384,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,1,0.00098500
384,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,2,0.00088968
384,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,0,0.00093737
384,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,1,0.00098500
384,seed_505,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,2,0.00088968
384,seed_505,WITHIN_HISTORY,H_BETA,0,H_BETA,1,0.00004763
384,seed_505,WITHIN_HISTORY,H_BETA,0,H_BETA,2,0.00004769
384,seed_505,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,0,0.00000000
384,seed_505,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,1,0.00004763
384,seed_505,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,2,0.00004769
384,seed_505,WITHIN_HISTORY,H_BETA,1,H_BETA,2,0.00009532
384,seed_505,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,0,0.00004763
384,seed_505,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,1,0.00000000
384,seed_505,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,2,0.00009532
384,seed_505,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,0,0.00004769
384,seed_505,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,1,0.00009532
384,seed_505,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,2,0.00000000
384,seed_505,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,1,0.00004763
384,seed_505,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,2,0.00004769
384,seed_505,WITHIN_HISTORY,H_GAMMA,1,H_GAMMA,2,0.00009532
432,seed_101,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,1,0.00014001
432,seed_101,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,2,0.00011206
432,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,0,0.00076673
432,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,1,0.00071705
432,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,2,0.00069719
432,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,0,0.00076673
432,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,1,0.00071705
432,seed_101,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,2,0.00069719
432,seed_101,WITHIN_HISTORY,H_ALPHA,1,H_ALPHA,2,0.00002795
432,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,0,0.00090675
432,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,1,0.00085707
432,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,2,0.00083720
432,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,0,0.00090675
432,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,1,0.00085707
432,seed_101,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,2,0.00083720
432,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,0,0.00087879
432,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,1,0.00082911
432,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,2,0.00080925
432,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,0,0.00087879
432,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,1,0.00082911
432,seed_101,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,2,0.00080925
432,seed_101,WITHIN_HISTORY,H_BETA,0,H_BETA,1,0.00004968
432,seed_101,WITHIN_HISTORY,H_BETA,0,H_BETA,2,0.00006954
432,seed_101,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,0,0.00000000
432,seed_101,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,1,0.00004968
432,seed_101,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,2,0.00006954
432,seed_101,WITHIN_HISTORY,H_BETA,1,H_BETA,2,0.00001987
432,seed_101,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,0,0.00004968
432,seed_101,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,1,0.00000000
432,seed_101,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,2,0.00001987
432,seed_101,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,0,0.00006954
432,seed_101,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,1,0.00001987
432,seed_101,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,2,0.00000000
432,seed_101,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,1,0.00004968
432,seed_101,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,2,0.00006954
432,seed_101,WITHIN_HISTORY,H_GAMMA,1,H_GAMMA,2,0.00001987
432,seed_202,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,1,0.00031859
432,seed_202,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,2,0.00005117
432,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,0,0.00068553
432,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,1,0.00074245
432,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,2,0.00070764
432,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,0,0.00068553
432,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,1,0.00074245
432,seed_202,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,2,0.00070764
432,seed_202,WITHIN_HISTORY,H_ALPHA,1,H_ALPHA,2,0.00026742
432,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,0,0.00100412
432,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,1,0.00106104
432,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,2,0.00102623
432,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,0,0.00100412
432,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,1,0.00106104
432,seed_202,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,2,0.00102623
432,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,0,0.00073670
432,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,1,0.00079362
432,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_BETA,2,0.00075881
432,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,0,0.00073670
432,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,1,0.00079362
432,seed_202,BETWEEN_HISTORY,H_ALPHA,2,H_GAMMA,2,0.00075881
432,seed_202,WITHIN_HISTORY,H_BETA,0,H_BETA,1,0.00005692
432,seed_202,WITHIN_HISTORY,H_BETA,0,H_BETA,2,0.00002211
432,seed_202,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,0,0.00000000
432,seed_202,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,1,0.00005692
432,seed_202,BETWEEN_HISTORY,H_BETA,0,H_GAMMA,2,0.00002211
432,seed_202,WITHIN_HISTORY,H_BETA,1,H_BETA,2,0.00003481
432,seed_202,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,0,0.00005692
432,seed_202,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,1,0.00000000
432,seed_202,BETWEEN_HISTORY,H_BETA,1,H_GAMMA,2,0.00003481
432,seed_202,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,0,0.00002211
432,seed_202,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,1,0.00003481
432,seed_202,BETWEEN_HISTORY,H_BETA,2,H_GAMMA,2,0.00000000
432,seed_202,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,1,0.00005692
432,seed_202,WITHIN_HISTORY,H_GAMMA,0,H_GAMMA,2,0.00002211
432,seed_202,WITHIN_HISTORY,H_GAMMA,1,H_GAMMA,2,0.00003481
432,seed_303,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,1,0.00012879
432,seed_303,WITHIN_HISTORY,H_ALPHA,0,H_ALPHA,2,0.00014900
432,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,0,0.00082086
432,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,1,0.00083832
432,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_BETA,2,0.00087842
432,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,0,0.00082086
432,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,1,0.00083832
432,seed_303,BETWEEN_HISTORY,H_ALPHA,0,H_GAMMA,2,0.00087842
432,seed_303,WITHIN_HISTORY,H_ALPHA,1,H_ALPHA,2,0.00002021
432,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,0,0.00069207
432,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,1,0.00070953
432,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_BETA,2,0.00074963
432,seed_303,BETWEEN_HISTORY,H_ALPHA,1,H_GAMMA,0,0.00069207
