depth,seed_id,history_id,replicate_id,poincare_u,poincare_v,pfm_head_digest,current_zone,strain_frobenius,governor_anti_lock
432,seed_404,H_BETA,2,0.14125435,0.00000000,2eac6a15a4d0b78c4845818ec472fe0d29b587eede041d2f60c5b9f019036275,0,4.123044,99.40
432,seed_404,H_GAMMA,0,0.14121585,0.00000000,71367c6691b3a483e0cf1e5679be0712765a5864d7a601a7dee74fb1ecd155ce,0,4.359860,99.40
432,seed_404,H_GAMMA,1,0.14121791,0.00000000,566b9c42374b0f068e39e99c1df69c655f13a0812ab273315f1dff3ff0bea64b,0,4.369390,99.40
432,seed_404,H_GAMMA,2,0.14125435,0.00000000,1bbf242674513d99359c5d56dcc40e627ee8e52c9e0a586c58b5eeca4383f5c5,0,4.512209,99.40
432,seed_505,H_ALPHA,0,0.14158622,0.00000000,dd090161aef75e586492133f06aedaf00ee7f09ee61db0edfde151bc6edc4dcf,0,3.657125,99.40
432,seed_505,H_ALPHA,1,0.14150862,0.00000000,f1f55b4059a5f01ecc9692e81894e14c8e9685649015a7acf620f0ac1136d416,0,3.685192,99.40
432,seed_505,H_ALPHA,2,0.14162261,0.00000000,e248d1fa770b468aacb0f41a51642b74c1b4bebc7f0b5ed8d4420adc39c68b1c,0,3.647617,99.40
432,seed_505,H_BETA,0,0.14121665,0.00000000,aa54b4efb8210ab7d501553a87ec445ee8557e1343ae626afd87e5c6c953d5fd,0,3.973416,99.40
432,seed_505,H_BETA,1,0.14122975,0.00000000,446de8a680161bd9a99ad1f4befc6422d7b22d259fd49676147f880717df3884,0,4.044589,99.40
432,seed_505,H_BETA,2,0.14121541,0.00000000,74ae6a4e0e61963b7c28ca8274d298deb2151c693921d0c4ccd826e9f2524bbd,0,3.974416,99.40
432,seed_505,H_GAMMA,0,0.14121665,0.00000000,45f599c0f245ad7c805dfe9221e4f2c2360fdf4554997b65f8537dfe882cf934,0,4.364489,99.40
432,seed_505,H_GAMMA,1,0.14122975,0.00000000,2a9868c22d4c604580faa6d2229373b1fe8bcbc29439e10a66310b0fc1906693,0,4.438283,99.40
432,seed_505,H_GAMMA,2,0.14121541,0.00000000,71f415e66d4330d4d9a63d86c9fd6d4c5dbe28a5be2975815f2128c4fe18b91e,0,4.358898,99.40
480,seed_101,H_ALPHA,0,0.14155435,0.00000000,c16e0c8f660457e71ecdfb5c56bafdd1b016569987cba277d5f0778db239a7c4,0,3.744263,99.40
480,seed_101,H_ALPHA,1,0.14165839,0.00000000,f55c6a8073b4822299edc5cf519f0189bb5051c30f0c1b61f9f8761428ee3132,0,3.750224,99.40
480,seed_101,H_ALPHA,2,0.14166601,0.00000000,18fd2e1494ced8296a9f5147016ea62aa9356f85adf1eef88e9a2482d5f6b984,0,3.751495,99.40
480,seed_101,H_BETA,0,0.14123854,0.00000000,d8b6d4eebe2f9ff69f8ac0924bbf7486968d778da4e313b9a0458ac4d498fb94,0,4.087280,99.40
480,seed_101,H_BETA,1,0.14123902,0.00000000,cedb1006801d68370b7f8d6a59f0ad763f5c57c9285d12847bba7ba18ac9c01d,0,4.083588,99.40
480,seed_101,H_BETA,2,0.14123692,0.00000000,f0d7a1c66e4cb6fc88d4dcd5a00078009817b36cdfc8765d758948c45f16a211,0,4.075858,99.40
480,seed_101,H_GAMMA,0,0.14123854,0.00000000,a5f7f5370815070a19f0680668863c003f176c3a0bab68fff2d02f340b375319,0,4.472792,99.40
480,seed_101,H_GAMMA,1,0.14123902,0.00000000,65bddb37d47e470d34d52487e56e62a240ec67e2cfaacffb67074fbc028a78da,0,4.475966,99.40
480,seed_101,H_GAMMA,2,0.14123692,0.00000000,beb97659ce46810a4ab1be7bb2cd69d93e2e85b7823853d295a8ff6ade9abfbe,0,4.466036,99.40
480,seed_202,H_ALPHA,0,0.14159070,0.00000000,b9d8bc7894d03c724dbee00e8a75a66ee6943939a05cc9a45b27542be0333509,0,3.730647,99.40
480,seed_202,H_ALPHA,1,0.14161613,0.00000000,ab17329b4acc57dcffcb6028d5b05acf24a74ba5d94490d38393257b486f3d39,0,3.754021,99.40
480,seed_202,H_ALPHA,2,0.14155928,0.00000000,a678ebe8dc996b58f98cb3b2045093473089b7dd1cd760e4450e1f6b86f47975,0,3.734662,99.40
480,seed_202,H_BETA,0,0.14123574,0.00000000,0d684267aa031056c96cbfd62b2cd525debda5338fa501d6159538a9142c2447,0,4.066585,99.40
480,seed_202,H_BETA,1,0.14123709,0.00000000,2016dd2244094a3122b27c2763c2edd5fc9ed26e1fc1e3e5c6c52bb68cb4ab65,0,4.082506,99.40
480,seed_202,H_BETA,2,0.14123426,0.00000000,7528bfc105c777906b0eb5ba93f9c126d4cf3f270afe973f0b91ccf62911c87e,0,4.071335,99.40
480,seed_202,H_GAMMA,0,0.14123574,0.00000000,f3330178a425c1a3ea1f7191b687a23125c1c750d34980e27f56b83c47078227,0,4.461892,99.40
480,seed_202,H_GAMMA,1,0.14123709,0.00000000,b64fc9d352c4838f2975094067f341e426cff1d89aa8c4c6a506631e932833a8,0,4.471620,99.40
480,seed_202,H_GAMMA,2,0.14123426,0.00000000,4f99cc50b9c939d5b556eb9736541e3b8f08c2479b1ef63d303e028d44a37e9f,0,4.467252,99.40
480,seed_303,H_ALPHA,0,0.14160877,0.00000000,f6bd459c99566f644dca64e0b467fe5b12ab997dc009300e218828bd71f1811e,0,3.730568,99.40
480,seed_303,H_ALPHA,1,0.14161411,0.00000000,9f572b843ea3fce054cde22b2e0c902ed3bb0b12beda390d2e2e38f9992ed84e,0,3.728688,99.40
480,seed_303,H_ALPHA,2,0.14159148,0.00000000,7065fcbcc865fcc7a2e8e97a670e3f0b9bf8da283823e1a2eb60e05c671f2fda,0,3.771125,99.40
480,seed_303,H_BETA,0,0.14123538,0.00000000,ba385821d87c2232a39f5d362b878ec31b66cbc05e18b77652f79e64ec4f84fe,0,4.070345,99.40
480,seed_303,H_BETA,1,0.14123210,0.00000000,27cc13427895b08e026dd1856f346c7aa02206f3b19f1f496a3408f7ca02d132,0,4.057182,99.40
480,seed_303,H_BETA,2,0.14124778,0.00000000,67d4608ba4d420c2090990a04919ceb9bff08cd6508c4990fbd184afbdbe2371,0,4.124178,99.40
480,seed_303,H_GAMMA,0,0.14123538,0.00000000,f1329ffa3b33dcb346ab5ae7b0a2c3f398d719e5f93ed29d123bd68a434a8429,0,4.462855,99.40
480,seed_303,H_GAMMA,1,0.14123210,0.00000000,17a58e35a0f97a66ef7c8b2bcc64a20460e16ba2c1446e2a5873f1b94a7798f6,0,4.450458,99.40
480,seed_303,H_GAMMA,2,0.14124778,0.00000000,967a889cb059f4972ebea65556cb9ed7f78d19e4776dae9fb7e98f5432e9484b,0,4.508312,99.40
480,seed_404,H_ALPHA,0,0.14163972,0.00000000,f276ecae8253c418b6cd3d6f3bacef9d8b565248fc3d98aed8ad7d7725ab30d1,0,3.691558,99.40
480,seed_404,H_ALPHA,1,0.14159721,0.00000000,6e4a88d733c449165311df32b901efb2acba1185bb6d0e124844daa814ba8f74,0,3.718362,99.40
480,seed_404,H_ALPHA,2,0.14166491,0.00000000,8bdde0db925beb9c09047ae4e4c82d8698a137f7face46b553481833a364f2e1,0,3.803731,99.40
480,seed_404,H_BETA,0,0.14122544,0.00000000,00982c929aa82dee39d26d9327607d51511c3ca8fc1dcfb95569b6b05c47ca78,0,4.045145,99.40
480,seed_404,H_BETA,1,0.14122446,0.00000000,1e0100120b1d8b7609eba8e808da03d9c1367cb7d9d28899f93a3c4b81314ba5,0,4.056082,99.40
480,seed_404,H_BETA,2,0.14125837,0.00000000,6780ed3ab3e3ca13089edc3052a63cefefffb68553a9c53140b01fbd73d3f3df,0,4.165919,99.40
480,seed_404,H_GAMMA,0,0.14122544,0.00000000,b1fdf232a0d57f5e3ad3adf5b2ac035cfe6080823d5715dca55650acce9cbec0,0,4.444967,99.40
480,seed_404,H_GAMMA,1,0.14122446,0.00000000,45e1af05717b481892b09c02bbb25ae7b7c3b52cf74790f6f25d72265a871bf0,0,4.418893,99.40
480,seed_404,H_GAMMA,2,0.14125837,0.00000000,4f9023b09b3b815ea9ddfb4978768e84256772b88fc937e8d924da8a4e9274e2,0,4.557358,99.40
480,seed_505,H_ALPHA,0,0.14154455,0.00000000,421587b7c3d1da0048da4a10dc38f3478269841309f9dc2e8245ef1b09ada90f,0,3.774896,99.40
480,seed_505,H_ALPHA,1,0.14157914,0.00000000,fbb1a849adb37eed4a76a34b7289e6d47de171fe9850d45390c84bcc388440b1,0,3.744696,99.40
480,seed_505,H_ALPHA,2,0.14161867,0.00000000,7e1f28674c510a6b90fb048d02e3f3add01d8a56a239ba037dce15dfd51665f2,0,3.675686,99.40
480,seed_505,H_BETA,0,0.14124533,0.00000000,5d25df709425baf2543dbe69924e61d18f4ec27b4fd136b34c87b97efceaea14,0,4.148644,99.40
480,seed_505,H_BETA,1,0.14123787,0.00000000,55f764cbc6ba9f9507a890b2889f49ed6572fe132864f0ef884bbaee71dd74ba,0,4.079401,99.40
480,seed_505,H_BETA,2,0.14121253,0.00000000,1beb2d77faec17e31c9fbbe18d1678944b349dc045d1621a142beaf9726d9a23,0,3.991918,99.40
480,seed_505,H_GAMMA,0,0.14124533,0.00000000,d95a821ca9ae7a1ca382403bea410d8167673295814d69dcc12257256a0200d0,0,4.504904,99.40
480,seed_505,H_GAMMA,1,0.14123787,0.00000000,a85b0d7801c2eb7a6ca42d2b0f554916e01371077acd273d76b1b49a68f9c455,0,4.474512,99.40
480,seed_505,H_GAMMA,2,0.14121253,0.00000000,51e943b60c4c25e5c67411fceccb988c02a2a326bb28b6b1515b48b2a85d7473,0,4.375124,99.40
512,seed_101,H_ALPHA,0,0.14163175,0.00000000,952a1ec2bdc0e1710bb14c4c50209da4a37328b3d34476beca84125f616cca9a,0,3.755344,99.40
512,seed_101,H_ALPHA,1,0.14157248,0.00000000,be196d8f3966053f377fb349bfb1f911e636a9c5f8a3eebfcd3e3df3d7db095f,0,3.724336,99.40
512,seed_101,H_ALPHA,2,0.14158297,0.00000000,97911a1067e92768477fc257f71568c119f7527f89e6ef30ab4905f0a32146d3,0,3.647056,99.40
512,seed_101,H_BETA,0,0.14123059,0.00000000,69e79e90d04749a394ad00977513ee1620f85b7b1bdf21f104c52214e5a94462,0,4.081562,99.40
512,seed_101,H_BETA,1,0.14123182,0.00000000,ef4f9aabf3137e217a59e25a986fc2b2f517a4b568748a3d2ba21d36e244c978,0,4.076814,99.40
512,seed_101,H_BETA,2,0.14120434,0.00000000,461e7bada782ffec4aa166222e63d89010500d5626a1bb3e1da9e0104f8d744f,0,3.969440,99.40
512,seed_101,H_GAMMA,0,0.14123059,0.00000000,121dba16624b6edb90eb3ea3354a98fcbbee12716405aa347e4fead18db89b73,0,4.459383,99.40
512,seed_101,H_GAMMA,1,0.14123182,0.00000000,d406d795b8c5cca1353622464ebeccb8c53d384e6a9c16da4b2ad09c9ae4f833,0,4.460465,99.40
512,seed_101,H_GAMMA,2,0.14120434,0.00000000,4872abf76bade19d38273481e836a383016a1dac0923219a72d4ee4c136d3e45,0,4.361181,99.40
512,seed_202,H_ALPHA,0,0.14160942,0.00000000,791597afd74f46d80c39ae28732d009c727837f1935d5a3d9e825e18bd948923,0,3.714626,99.40
512,seed_202,H_ALPHA,1,0.14156238,0.00000000,97c2d612d9341ddef3a94547d232482f53a6363ca99e3011900afaae29c2ce67,0,3.810830,99.40
512,seed_202,H_ALPHA,2,0.14161734,0.00000000,c5fd87d75dc5dcc15717bbf0099e7a5ede51a1fc005fcedffdb39cf7a5721aff,0,3.804962,99.40
512,seed_202,H_BETA,0,0.14123069,0.00000000,995b49c9f2da490ab4da3e5ce5a96313c50339c79850bbd6196b8abfa8680a90,0,4.068162,99.40
512,seed_202,H_BETA,1,0.14125454,0.00000000,36d324d6ee93a92db598840458f0244e710bf8108ecef5124a57178ff30d601a,0,4.176601,99.40
512,seed_202,H_BETA,2,0.14124786,0.00000000,1d1827664e9c82dd96267f0ffa13d7e6a168a2c1d37fb3281a48b26281c1b5f7,0,4.142751,99.40
512,seed_202,H_GAMMA,0,0.14123069,0.00000000,2098a0b9edabc1599ec84918a3dd09528ecbf136cd517702ebab38796e78438d,0,4.462765,99.40
512,seed_202,H_GAMMA,1,0.14125454,0.00000000,48d2ae33ec700f047aa844d8eaecd4a521dc6a0ad3f49b187064ca09f333a94f,0,4.551285,99.40
512,seed_202,H_GAMMA,2,0.14124786,0.00000000,c32ec457867c581a6eb07af3f9abb632c0e9d6cf825c007b790c22a833d34b02,0,4.535064,99.40
512,seed_303,H_ALPHA,0,0.14163416,0.00000000,deaeb62ea68f11781296dbc7dd620f31d48b6e1f8c5f1ad470d0261bcfef09ec,0,3.764156,99.40
512,seed_303,H_ALPHA,1,0.14173335,0.00000000,b350ccf4dc70a5e8e0464dd0c2782fa2c71a0f992521bc3683a2acaa71224122,0,3.746651,99.40
512,seed_303,H_ALPHA,2,0.14161317,0.00000000,fa7871ac919709dd20b2109f41fe5c5c733bcea3e811a15d2954bad0467d4601,0,3.781360,99.40
512,seed_303,H_BETA,0,0.14124084,0.00000000,461a82bd560ffb3225bc5504915948b69013ee2ead730a9096ae4635b279de29,0,4.116913,99.40
512,seed_303,H_BETA,1,0.14123924,0.00000000,470842d13efa5c7e6534d674397913d79c2b70a481f37b8dadbd5776c6e088e5,0,4.101082,99.40
512,seed_303,H_BETA,2,0.14124985,0.00000000,77f933e9843ff52bd14b652865ac744cc55e6155a32bbf3e38275c8aa8437adf,0,4.150674,99.40
512,seed_303,H_GAMMA,0,0.14124084,0.00000000,a7f79686f718241c9162f58c12c975e43a203ee9bf08aa69119b9808e23400d7,0,4.495693,99.40
512,seed_303,H_GAMMA,1,0.14123924,0.00000000,c0c02acffa75ea90909e6bb29cf92fdd1d0d4c15291acb98894142c2611a810b,0,4.496920,99.40
512,seed_303,H_GAMMA,2,0.14124985,0.00000000,9f0e624f1b525c4b5bdd9bde858acd9124f33bccaaa63632e4fe253f3bf14ef4,0,4.534889,99.40
512,seed_404,H_ALPHA,0,0.14160630,0.00000000,695f566e56ba59ec29a6800b34896c6948172d0dfce3be23ae9b178f5fc0f9f3,0,3.858336,99.40
512,seed_404,H_ALPHA,1,0.14162935,0.00000000,6ee36fba775b05a6b472578c176a7039efa39c758658d442b44e38d67800d819,0,3.765732,99.40
512,seed_404,H_ALPHA,2,0.14149561,0.00000000,624c6f092d243a29e5aece563c455fd1a3339c947edb3c604e3ec1d833bd4e01,0,3.731242,99.40
512,seed_404,H_BETA,0,0.14127107,0.00000000,fc99bb5a23a0e9abfebf56adba5c3723cfad0ef8e9ee8a7f552eb9f082f87c0e,0,4.240023,99.40
512,seed_404,H_BETA,1,0.14122947,0.00000000,7e28bf5d298557e75b1121d5c5e85e178aabec534a71d89127b7ff35d842e164,0,4.069147,99.40
512,seed_404,H_BETA,2,0.14123253,0.00000000,6ef03a61cdbce1175a2ee74ae952443f47efef980ceea2d9a749aa49c648f96b,0,4.078868,99.40
512,seed_404,H_GAMMA,0,0.14127107,0.00000000,8a695d078cc040f4c11f11c9aee019a74f5dd49d1d4e1f682c5d43f1719d0a45,0,4.646210,99.40
512,seed_404,H_GAMMA,1,0.14122947,0.00000000,65b4ea43577903d002e882992ef8146a13066c216ba4155b625c646cb6918783,0,4.455103,99.40
512,seed_404,H_GAMMA,2,0.14123253,0.00000000,bfa2036b017ebe05e212fdbf7562a0bfb9e2d8f1f0d576d2b077c9acf2e7897c,0,4.485137,99.40
512,seed_505,H_ALPHA,0,0.14157964,0.00000000,1eba94218ecb6b083934b011b0e1e263f42722adee055c287c1daca6cae008fb,0,3.725036,99.40
512,seed_505,H_ALPHA,1,0.14163297,0.00000000,1fa07e5e9cd424f26d1ee33e4994d97eda18d1cddfa41997223ad696a5d1bf48,0,3.832105,99.40
512,seed_505,H_ALPHA,2,0.14162230,0.00000000,8f23bf44b78ccf7f1a49ac113234e10e7c3b44547890b6443e944f1d6fa94b2a,0,3.816821,99.40
512,seed_505,H_BETA,0,0.14122679,0.00000000,4d1d976aa3ad99fffdaf157c51f90f7372f679f37db9b26fc3657fcb29836ba5,0,4.054494,99.40
512,seed_505,H_BETA,1,0.14126185,0.00000000,be9bb7bcd9bf6026c20eeb132f33e06756746288c30485247b372d36b34ab033,0,4.203863,99.40
512,seed_505,H_BETA,2,0.14125474,0.00000000,92223940d13c81203e841b8e5afa85ee386c7ce869c5abbc5795cc324eb734e6,0,4.162929,99.40
512,seed_505,H_GAMMA,0,0.14122679,0.00000000,28698a7003468514b50fa7b4fdef89113adcec266ce8f53fe56e4e60f91f8e78,0,4.441665,99.40
512,seed_505,H_GAMMA,1,0.14126185,0.00000000,d7584535369c695f2e6656a3117c8b31deee4ad6e36e7ea9cfbd0cc70820574d,0,4.588343,99.40
512,seed_505,H_GAMMA,2,0.14125474,0.00000000,2ae9f71a58729094d93e8ee0b2ebc7ae9049f4a77bd7595db46b5fe63ee3fcbf,0,4.552742,99.40
