depth,null_condition,seed,trial_id,pairwise_distance,mean_d,ci_lower,ci_upper,boot_se,perm_p_unadj,perm_p_fdr,hedges_g,g_ci_lower,g_ci_upper,verdict_flag
480,TRANSPLANT,101-303,trial_d480_TRANSPLANT_s101_303_r1,0.00032691,0.00052780,0.00039915,0.00066742,0.00006925,1.000000,1.000000,0.0000,-0.9817,0.9471,NO_DIFFERENCE_DETECTED
480,TRANSPLANT,101-303,trial_d480_TRANSPLANT_s101_303_r2,0.00033603,0.00052780,0.00039915,0.00066742,0.00006925,1.000000,1.000000,0.0000,-0.9817,0.9471,NO_DIFFERENCE_DETECTED
480,TRANSPLANT,202-303,trial_d480_TRANSPLANT_s202_303_r0,0.00086653,0.00052780,0.00039915,0.00066742,0.00006925,1.000000,1.000000,0.0000,-0.9817,0.9471,NO_DIFFERENCE_DETECTED
480,TRANSPLANT,202-303,trial_d480_TRANSPLANT_s202_303_r1,0.00071693,0.00052780,0.00039915,0.00066742,0.00006925,1.000000,1.000000,0.0000,-0.9817,0.9471,NO_DIFFERENCE_DETECTED
480,TRANSPLANT,202-303,trial_d480_TRANSPLANT_s202_303_r2,0.00079164,0.00052780,0.00039915,0.00066742,0.00006925,1.000000,1.000000,0.0000,-0.9817,0.9471,NO_DIFFERENCE_DETECTED
480,TRANSPLANT,CELL_AGGREGATE,aggregate_d480_TRANSPLANT,,0.00052780,0.00039915,0.00066742,0.00006925,1.000000,1.000000,0.0000,-0.9817,0.9471,NO_DIFFERENCE_DETECTED
512,ABLATED,101-202,trial_d512_ABLATED_s101_202_r0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,ABLATED,101-202,trial_d512_ABLATED_s101_202_r1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,ABLATED,101-202,trial_d512_ABLATED_s101_202_r2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,ABLATED,101-303,trial_d512_ABLATED_s101_303_r0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,ABLATED,101-303,trial_d512_ABLATED_s101_303_r1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,ABLATED,101-303,trial_d512_ABLATED_s101_303_r2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,ABLATED,202-303,trial_d512_ABLATED_s202_303_r0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,ABLATED,202-303,trial_d512_ABLATED_s202_303_r1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,ABLATED,202-303,trial_d512_ABLATED_s202_303_r2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,ABLATED,CELL_AGGREGATE,aggregate_d512_ABLATED,,0.00000000,0.00000000,0.00000000,0.00000000,0.000060,0.000135,-2.9162,-4.6839,-2.4030,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,101-202,trial_d512_NEUTRAL_RESET_s101_202_r0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,101-202,trial_d512_NEUTRAL_RESET_s101_202_r1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,101-202,trial_d512_NEUTRAL_RESET_s101_202_r2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,101-303,trial_d512_NEUTRAL_RESET_s101_303_r0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,101-303,trial_d512_NEUTRAL_RESET_s101_303_r1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,101-303,trial_d512_NEUTRAL_RESET_s101_303_r2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,202-303,trial_d512_NEUTRAL_RESET_s202_303_r0,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,202-303,trial_d512_NEUTRAL_RESET_s202_303_r1,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,202-303,trial_d512_NEUTRAL_RESET_s202_303_r2,0.00000000,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,NEUTRAL_RESET,CELL_AGGREGATE,aggregate_d512_NEUTRAL_RESET,,0.00000000,0.00000000,0.00000000,0.00000000,0.000020,0.000135,-2.9162,-4.7378,-2.3997,DIFFERENTIATION_SUPPORTED
512,TRANSPLANT,101-202,trial_d512_TRANSPLANT_s101_202_r0,0.00034722,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
512,TRANSPLANT,101-202,trial_d512_TRANSPLANT_s101_202_r1,0.00072765,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
512,TRANSPLANT,101-202,trial_d512_TRANSPLANT_s101_202_r2,0.00059639,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
512,TRANSPLANT,101-303,trial_d512_TRANSPLANT_s101_303_r0,0.00035811,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
512,TRANSPLANT,101-303,trial_d512_TRANSPLANT_s101_303_r1,0.00034187,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
512,TRANSPLANT,101-303,trial_d512_TRANSPLANT_s101_303_r2,0.00033418,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
512,TRANSPLANT,202-303,trial_d512_TRANSPLANT_s202_303_r0,0.00070533,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
512,TRANSPLANT,202-303,trial_d512_TRANSPLANT_s202_303_r1,0.00106952,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
512,TRANSPLANT,202-303,trial_d512_TRANSPLANT_s202_303_r2,0.00093057,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
512,TRANSPLANT,CELL_AGGREGATE,aggregate_d512_TRANSPLANT,,0.00060120,0.00043831,0.00078015,0.00008759,1.000000,1.000000,0.0000,-1.0105,0.9712,NO_DIFFERENCE_DETECTED
